"ValueID","PerfID","Perf_Value","Report_info_ID","ReportNo","ActiveStatus","CreatedDate"
"3000","4","2,30,30.15,31.18,29.77,28.67,29.12,29.778,-0.222,1.5,Pass","240","","",""
"3001","4","3,50,49.97,48.77,49.13,50.25,48.69,49.36,-0.64,2.5,Pass","240","","",""
"3015","4","2,30,,,,,,,,1.5,Pass","241","","",""
"3016","4","3,50,,,,,,,,2.5,Pass","241","","",""
"3017","4","1,20,19.77,20.97,21.44,19.72,18.66,20.11,0.11,1,Pass","241","","",""
"3018","4","2,30,30.14,28.77,29.10,31.22,29.42,29.73,-0.27,1.5,Pass","241","","",""
"3019","4","3,50,51.19,53.16,49.82,50.96,50.89,51.204,1.204,2.5,Pass","241","","",""
"3020","4","1,20,,,,,,,,1,Pass","241","","",""
"3021","4","2,30,,,,,,,,1.5,Pass","241","","",""
"3022","4","3,50,,,,,,,,2.5,Pass","241","","",""
"3023","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","242","","",""
"3024","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","242","","",""
"3025","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","242","","",""
"3026","9","1,50,49,-1,+/- 5 %,Pass","242","","",""
"3027","9","2,100,99.3,-0.7,+/- 5 %,Pass","242","","",""
"3028","9","3,150,148,-2,+/- 5 %,Pass","242","","",""
"3029","9","4,200,198.3,-1.7,+/- 5 %,Pass","242","","",""
"3030","15","50,27.3,* Normal Sync time should be within 20 to 30 milli second","242","","",""
"3031","15","100,22,^ Normal Sync time should be within 50 to 60 milli second","242","","",""
"3032","15","200,22,","242","","",""
"3033","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","246","","",""
"3034","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","246","","",""
"3035","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","246","","",""
"3036","2","1,95,75,96,76,1,1,±2,±2,Pass","246","","",""
"3037","2","2,90,65,90,64,0,-1,±2,±2,Pass","246","","",""
"3038","2","3,80,60,80,62,0,2,±2,±2,Pass","246","","",""
"3039","3","1,120,80,90,123,80,90,3,0,0,±5,±5,±5,Pass","246","","",""
"3040","3","2,150,100,115,149,99,113,-1,-1,-2,±5,±5,±5,Pass","246","","",""
"3041","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","247","","",""
"3042","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","247","","",""
"3043","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","247","","",""
"3047","2","1,95,75,95,76,0,1,±2,±2,Pass","248","","",""
"3048","2","2,90,65,90,67,0,2,±2,±2,Pass","248","","",""
"3049","2","3,80,60,80,61,0,1,±2,±2,Pass","248","","",""
"3050","5","1,20,28.5,8.5,+/-10%,Pass","646","","",""
"3051","5","2,40,47.3,7.3,+/-10%,Pass","646","","",""
"3052","5","3,200,205,5.0,+/-10%,Pass","646","","",""
"3053","5","1,20,27.5,7.5,+/-10%,Pass","647","","",""
"3054","5","2,40,47.6,7.6,+/-10%,Pass","647","","",""
"3055","5","3,200,205,5.0,+/-10%,Pass","647","","",""
"3056","5","1,20,25.5,5.5,+/-10%,Pass","648","","",""
"3057","5","2,40,49.3,9.3,+/-10%,Pass","648","","",""
"3058","5","3,200,207,7.0,+/-10%,Pass","648","","",""
"3059","5","1,20,26.5,6.5,+/-10%,Pass","649","","",""
"3060","5","2,40,49.3,9.3,+/-10%,Pass","649","","",""
"3061","5","3,200,205,5.0,+/-10%,Pass","649","","",""
"3062","5","1,20,24.5,4.5,+/-10%,Pass","650","","",""
"3063","5","2,40,45.3,5.3,+/-10%,Pass","650","","",""
"3064","5","3,200,205,5.0,+/-10%,Pass","650","","",""
"3065","5","1,20,27.5,7.5,+/-10%,Pass","651","","",""
"3066","5","2,40,42.3,2.3,+/-10%,Pass","651","","",""
"3067","5","3,200,205,5.0,+/-10%,Pass","651","","",""
"3068","5","1,20,22.5,2.5,+/-10%,Pass","652","","",""
"3069","5","2,40,48.3,8.3,+/-10%,Pass","652","","",""
"3070","5","3,200,208,8.0,+/-10%,Pass","652","","",""
"3071","5","1,20,28.5,8.5,+/-10%,Pass","653","","",""
"3072","5","2,40,43.3,3.3,+/-10%,Pass","653","","",""
"3073","5","3,200,206,6.0,+/-10%,Pass","653","","",""
"3074","5","1,20,24.5,4.5,+/-10%,Pass","654","","",""
"3075","5","2,40,49.3,9.3,+/-10%,Pass","654","","",""
"3076","5","3,200,208,8.0,+/-10%,Pass","654","","",""
"3077","5","1,20,24.5,4.5,+/-10%,Pass","654","","",""
"3078","5","2,40,49.3,9.3,+/-10%,Pass","654","","",""
"3079","5","3,200,202,2.0,+/-10%,Pass","654","","",""
"3080","5","1,20,22.5,2.5,+/-10%,Pass","654","","",""
"3081","5","2,40,45.3,5.3,+/-10%,Pass","654","","",""
"3082","5","3,200,205,5.0,+/-10%,Pass","654","","",""
"3083","5","1,20,21.5,1.5,+/-10%,Pass","655","","",""
"3084","5","2,40,48.3,8.3,+/-10%,Pass","655","","",""
"3085","5","3,200,208,8.0,+/-10%,Pass","655","","",""
"3086","5","1,20,27.5,7.5,+/-10%,Pass","656","","",""
"3087","5","2,40,47.9,7.9,+/-10%,Pass","656","","",""
"3088","5","3,200,202,2.0,+/-10%,Pass","656","","",""
"3089","26","1,30,31.2,32.3,31.6,31.7,31.5,31.66,1.66,± 2 ºC,Pass","657","","",""
"3090","26","2,50,51.2,52.3,51.6,51.7,51.5,51.66,1.66,± 2 ºC,Pass","657","","",""
"3095","26","1,30,31.3,32.3,31.6,31.7,31.4,31.78,1.78,± 2 ºC,Pass","659","","",""
"3096","26","2,50,51.3,52.3,51.6,51.7,51.4,51.78,1.78,± 2 ºC,Pass","659","","",""
"3097","26","1,30,31.3,32.3,29.6,31.7,31.4,31.46,1.46,± 2 ºC,Pass","660","","",""
"3098","26","2,50,51.2,52.3,51.6,49.5,51.4,51.78,1.78,± 2 ºC,Pass","660","","",""
"3099","26","1,30,31.6,31.7,31.8,31.4,31.8,31.59,1.59,± 2 ºC,Pass","661","","",""
"3100","26","2,50,51.6,51.7,51.8,51.4,51.8,51.59,1.59,± 2 ºC,Pass","661","","",""
"3101","26","1,30,31.2,31.7,31.6,31.4,31.4,31.78,1.78,± 2 ºC,Pass","662","","",""
"3102","26","2,50,51.2,51.7,51.6,51.4,51.4,51.78,1.78,± 2 ºC,Pass","662","","",""
"3103","26","1,30,31.2,29.4,29.6,29.5,29.3,29.43,-1.43,± 2 ºC,Pass","663","","",""
"3104","26","2,50,51.2,49.4,49.6,49.5,49.3,49.43,-1.43,± 2 ºC,Pass","663","","",""
"3105","23","1,200,205,5,±5%,Pass","664","","",""
"3106","23","2,150,149,-1,±5%,Pass","664","","",""
"3107","23","3,100,103,3,±5%,Pass","664","","",""
"3108","23","1,200,205,5,±5%,Pass","665","","",""
"3109","23","2,150,152,2,±5%,Pass","665","","",""
"3110","23","3,100,104,4,±5%,Pass","665","","",""
"3111","23","1,200,203,3,±5%,Pass","666","","",""
"3112","23","2,150,154,4,±5%,Pass","666","","",""
"3113","23","3,100,103,3,±5%,Pass","666","","",""
"3114","26","1,30,31.4,31.6,32.5,31.7,31.3,31.66,1.66,± 2 ºC,Pass","658","","",""
"3115","26","2,50,51.4,51.6,52.5,51.7,51.3,51.66,1.66,± 2 ºC,Pass","658","","",""
"3122","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","249","","",""
"3123","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","249","","",""
"3124","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","249","","",""
"3128","2","1,95,75,96,76,1,1,±2,±2,Pass","250","","",""
"3129","2","2,90,65,90,66,0,1,±2,±2,Pass","250","","",""
"3130","2","3,80,60,80,61,0,1,±2,±2,Pass","250","","",""
"3131","1","1,Heart Rate,60,61,1,+/- 2 BPM,Pass","259","","",""
"3132","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","259","","",""
"3133","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","259","","",""
"3134","1","1,Heart Rate,60,61,1,+/- 2 BPM,Pass","261","","",""
"3135","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","261","","",""
"3136","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","261","","",""
"3137","2","1,95,75,95,76,0,1,±2,±2,Pass","263","","",""
"3138","2","2,90,65,90,66,0,1,±2,±2,Pass","263","","",""
"3139","2","3,80,60,80,59,0,-1,±2,±2,Pass","263","","",""
"3151","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","267","","",""
"3152","1","2,Heart Rate,120,121,1,+/- 2 BPM,Pass","267","","",""
"3153","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","267","","",""
"3154","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","267","","",""
"3155","1","2,Heart Rate,120,121,1,+/- 2 BPM,Pass","267","","",""
"3156","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","267","","",""
"3157","2","1,95,75,95,77,0,2,±2,±2,Pass","267","","",""
"3158","2","2,90,65,90,66,0,1,±2,±2,Pass","267","","",""
"3159","2","3,80,60,80,61,0,1,±2,±2,Pass","267","","",""
"3160","3","1,120,80,90,122,82,89,2,2,-1,±5,±5,±5,Pass","267","","",""
"3161","3","2,150,100,115,149,100,115,-1,0,0,±5,±5,±5,Pass","267","","",""
"3162","4","1,20,,,,,,,,1,Pass","269","","",""
"3163","4","2,30,,,,,,,,1.5,Pass","269","","",""
"3164","4","3,50,,,,,,,,2.5,Pass","269","","",""
"3165","4","1,20,,,,,,,,1,Pass","269","","",""
"3166","4","2,30,,,,,,,,1.5,Pass","269","","",""
"3167","4","3,50,,,,,,,,2.5,Pass","269","","",""
"3168","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","272","","",""
"3169","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","272","","",""
"3170","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","272","","",""
"3171","2","1,95,75,95,76,0,1,±2,±2,Pass","272","","",""
"3172","2","2,90,65,90,67,0,2,±2,±2,Pass","272","","",""
"3173","2","3,80,60,80,62,0,2,±2,±2,Pass","272","","",""
"3174","3","1,120,80,90,121,82,90,1,2,0,±5,±5,±5,Pass","272","","",""
"3175","3","2,150,100,115,151,99,114,1,-1,-1,±5,±5,±5,Pass","272","","",""
"3182","4","1,20,20.45,20.57,20.69,20.41,20.34,20.49,0.49,1,Pass","274","","",""
"3183","4","2,30,29.04,29.57,28.05,28.77,29.03,29.036,-0.964,1.5,Pass","274","","",""
"3184","4","3,50,50.65,51.02,50.48,49.54,50.77,50.49,0.49,2.5,Pass","274","","",""
"3185","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","275","","",""
"3186","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","275","","",""
"3187","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","275","","",""
"3188","2","1,95,75,96,76,1,1,±2,±2,Pass","275","","",""
"3189","2","2,90,65,90,66,0,1,±2,±2,Pass","275","","",""
"3190","2","3,80,60,80,60,0,0,±2,±2,Pass","275","","",""
"3191","3","1,120,80,90,122,81,90,2,1,0,±5,±5,±5,Pass","275","","",""
"3192","3","2,150,100,115,148,98,112,-2,-2,-3,±5,±5,±5,Pass","275","","",""
"3196","4","1,20,21.58,21.46,19.09,20.19,18.79,20.22,0.22,1,Pass","277","","",""
"3197","4","2,30,28.75,29.57,31.58,30.09,30.58,30.11,0.11,1.5,Pass","277","","",""
"3198","4","3,50,51.18,50.13,49.01,50.37,50.26,50.19,0.19,2.5,Pass","277","","",""
"3199","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","278","","",""
"3200","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","278","","",""
"3201","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","278","","",""
"3202","2","1,95,75,95,76,0,1,±2,±2,Pass","278","","",""
"3203","2","2,90,65,90,67,0,2,±2,±2,Pass","278","","",""
"3204","2","3,80,60,80,62,0,2,±2,±2,Pass","278","","",""
"3205","3","1,120,80,90,121,83,90,1,3,0,±5,±5,±5,Pass","278","","",""
"3206","3","2,150,100,115,152,100,116,2,0,1,±5,±5,±5,Pass","278","","",""
"3213","4","1,20,23.87,21.87,19.00,21.25,18.79,20.95,0.95,1,Pass","280","","",""
"3214","4","2,30,30.88,30.56,30.47,29.77,29.83,30.30,0.30,1.5,Pass","280","","",""
"3215","4","3,50,49.46,51.98,54.65,47.53,49.08,50.54,0.54,2.5,Pass","280","","",""
"3216","4","1,20,23.87,21.87,19.00,21.25,18.79,20.95,0.95,1,Pass","280","","",""
"3217","4","2,30,30.88,30.56,30.47,29.77,29.83,30.30,0.30,1.5,Pass","280","","",""
"3218","4","3,50,49.46,51.98,54.65,47.53,49.08,50.54,0.54,2.5,Pass","280","","",""
"3219","4","1,20,,,,,,,,1,Pass","280","","",""
"3220","4","2,30,,,,,,,,1.5,Pass","280","","",""
"3221","4","3,50,,,,,,,,2.5,Pass","280","","",""
"3230","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","282","","",""
"3231","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","282","","",""
"3232","1","3,Heart Rate,40,41,1,+/- 2 BPM,Pass","282","","",""
"3233","2","1,95,75,95,76,0,1,±2,±2,Pass","282","","",""
"3234","2","2,90,65,90,67,0,1,±2,±2,Pass","282","","",""
"3235","2","3,80,60,80,62,0,2,±2,±2,Pass","282","","",""
"3236","3","1,120,80,90,121,82,91,1,2,1,±5,±5,±5,Pass","282","","",""
"3237","3","2,150,100,115,152,101,115,2,1,0,±5,±5,±5,Pass","282","","",""
"3238","4","1,20,,,,,,,,1,Pass","297","","",""
"3239","4","2,30,,,,,,,,1.5,Pass","297","","",""
"3240","4","3,50,,,,,,,,2.5,Pass","297","","",""
"3241","2","1,95,75,95,76,0,1,±2,±2,Pass","299","","",""
"3242","2","2,90,65,90,67,0,2,±2,±2,Pass","299","","",""
"3243","2","3,80,60,80,61,0,1,±2,±2,Pass","299","","",""
"3244","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","300","","",""
"3245","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","300","","",""
"3246","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","300","","",""
"3247","2","1,95,75,94,77,-1,2,±2,±2,Pass","300","","",""
"3248","2","2,90,65,90,64,0,-1,±2,±2,Pass","300","","",""
"3249","2","3,80,60,80,59,0,-1,±2,±2,Pass","300","","",""
"3250","3","1,120,80,90,122,82,91,2,2,1,±5,±5,±5,Pass","300","","",""
"3251","3","2,150,100,115,152,102,115,2,2,0,±5,±5,±5,Pass","300","","",""
"3252","4","1,20,,,,,,,,1,Pass","301","","",""
"3253","4","2,30,,,,,,,,1.5,Pass","301","","",""
"3254","4","3,50,,,,,,,,2.5,Pass","301","","",""
"3258","4","1,20,21.86,18.76,18.62,21.45,20.87,20.31,0.31,1,Pass","303","","",""
"3259","4","2,30,32.78,32.14,29.86,29.76,29.79,30.86,0.86,1.5,Pass","303","","",""
"3260","4","3,50,50.25,48.50,52.30,54.10,52.44,51.51,1.51,2.5,Pass","303","","",""
"3261","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","304","","",""
"3262","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","304","","",""
"3263","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","304","","",""
"3264","2","1,95,75,95,76,0,1,±2,±2,Pass","304","","",""
"3265","2","2,90,65,90,66,0,1,±2,±2,Pass","304","","",""
"3266","2","3,80,60,80,62,0,2,±2,±2,Pass","304","","",""
"3267","3","1,120,80,90,120,81,90,0,1,0,±5,±5,±5,Pass","304","","",""
"3268","3","2,150,100,115,151,99,113,1,-1,-2,±5,±5,±5,Pass","304","","",""
"3277","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","305","","",""
"3278","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","305","","",""
"3279","1","3,Heart Rate,40,41,1,+/- 2 BPM,Pass","305","","",""
"3280","2","1,95,75,95,76,0,1,±2,±2,Pass","305","","",""
"3281","2","2,90,65,90,66,0,1,±2,±2,Pass","305","","",""
"3282","2","3,80,60,80,60,0,0,±2,±2,Pass","305","","",""
"3283","3","1,120,80,90,121,82,88,1,2,-2,±5,±5,±5,Pass","305","","",""
"3284","3","2,150,100,115,148,98,112,-2,-2,-3,±5,±5,±5,Pass","305","","",""
"3285","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","324","","",""
"3286","1","2,Heart Rate,120,121,1,+/- 2 BPM,Pass","324","","",""
"3287","1","3,Heart Rate,40,41,1,+/- 2 BPM,Pass","324","","",""
"3288","9","1,50,47.8,-2.2,+/- 5 %,Pass","324","","",""
"3289","9","2,100,96,-4,+/- 5 %,Pass","324","","",""
"3290","9","3,150,145,-5,+/- 5 %,Pass","324","","",""
"3291","9","4,200,193,-7,+/- 5 %,Pass","324","","",""
"3292","15","50,27.3,* Normal Sync time should be within 20 to 30 milli second","324","","",""
"3293","15","100,22,^ Normal Sync time should be within 50 to 60 milli second","324","","",""
"3294","15","200,22,","324","","",""
"3295","32","1,20,20.02,.02,± .05g,Pass","163","","",""
"3296","32","2,50,50.04,.04,± .05g,Pass","163","","",""
"3297","32","3,100,100.04,.04,± .05g,Pass","163","","",""
"3298","32","4,150,150.03,0.03,± .05g,Pass","163","","",""
"3299","32","5,200,200.02,0.02,± .05g,Pass","163","","",""
"3302","6","1,2300,2302,2306,2308,2304,2307,2304.6,4.6,+/-5%,Pass","310","","",""
"3303","6","2,2500,2502,2506,2508,2504,3010,2504.6,4.6,+/-5%,Pass","310","","",""
"3305","28","1,-10.0,,,,,,,,,± 5 ºC,Pass","179","","",""
"3306","28","1,-10.0,-9.6,-9.4,-9.3,-9.5,-9.5,-9.7,-9.48,-0.48,± 5 ºC,Pass","179","","",""
"3311","6","1,2300,2301,2305,2307,2303,2306,2304.4,4.4,+/-5%,Pass","187","","",""
"3312","6","2,2500,2501,2505,2507,2503,2506,2504.4,4.4,+/-5%,Pass","187","","",""
"3313","6","1,2300,2301,2305,2307,2302,2305,2304.4,4.4,+/-5%,Pass","188","","",""
"3314","6","2,2500,2501,2505,2507,2502,2505,2504.4,4.4,+/-5%,Pass","188","","",""
"3315","6","1,2300,2303,2304,2305,2304,2306,2303.8,3.8,+/-5%,Pass","189","","",""
"3316","6","2,2500,2503,2504,2505,2504,2506,2503.8,3,+/-5%,Pass","189","","",""
"3318","34","1,60,58,58.4,59.6,58.5,58.6,59.3,58.88,-1.22,± 5 ºC,Pass","191","","",""
"3319","34","1,60,59,59.4,59.6,59.3,59.4,59.4,59.44,-0.66,± 5 ºC,Pass","192","","",""
"3320","34","1,60,59,59.5,59.6,59.3,59.2,59.4,59.4,-0.6,± 5 ºC,Pass","193","","",""
"3321","6","1,2300,2302,2301,2304,2302,2303,2302.4,2.4,+/-5%,Pass","194","","",""
"3322","6","2,2500,2502,2501,2504,2502,2503,2502.4,2.4,+/-5%,Pass","194","","",""
"3323","33","1,160,159,159.4,159.3,159.5,159.2,159.3,159.34,0.34,± 1 ºC,Pass","196","","",""
"3324","14","1,1.4 kg/cm2,1.4 kg/cm2,1.4 kg/cm2,±5%,PASS","667","","",""
"3325","16","1,121,120.5,120.3,120.4,120.6,120.3,120.42,-0.58,± 3 ºC,Pass","667","","",""
"3326","16","2,100,99.8,99.5,99.6,99.4,99.8,99.62,-0.38,± 3 ºC,Pass","0","","",""
"3327","16","3,80,80.4,80.6,80.5,80.7,80.8,80.6,0.6,± 3 ºC,Pass","0","","",""
"3328","34","1,60,59,59.4,59.6,59.3,59.5,59.4,59.44,-0.66,± 5 ºC,Pass","197","","",""
"3330","17","1,121,121.6,121.4,121.3,121.4,121.5,121.44,0.44,± 3 ºC,Pass","199","","",""
"3331","17","2,100,99.9,99.7,100.3,100.2,99.8,99.9,-0.01,± 3 ºC,","0","","",""
"3332","17","3,80,80.2,80.5,80.1,80.3,80.5,80.3,0.3,± 3 ºC,","0","","",""
"3333","32","1,20,20.02,0.02,± .05g,Pass","206","","",""
"3334","32","2,50,50.03,0.03,± .05g,Pass","206","","",""
"3335","32","3,100,100.02,0.02,± .05g,Pass","206","","",""
"3336","32","4,150,150.03,0.03,± .05g,Pass","206","","",""
"3337","32","5,200,200.03,0.03,± .05g,Pass","206","","",""
"3338","27","1,36,36.4,36.4,36.3,36.7,36.5,36.5,0.5,±1 ºC,Pass","669","","",""
"3339","27","2,60,59.5,59.3,59.6,59.5,59.4,59.46,-0.54,±1 ºC,Pass","669","","",""
"3340","27","3,100,99.3,99.6,99.5,99.3,99.2,99.38,-0.62,±1 ºC,Pass","669","","",""
"3341","27","1,36,36.5,36.7,36.5,36.9,36.6,36.6,0.6,±1 ºC,Pass","670","","",""
"3342","27","2,60,60.5,60.7,60.8,60.5,60.4,60.58,-0.42,±1 ºC,Pass","670","","",""
"3343","27","3,100,99.6,99.8,99.7,99.6,99.5,99.64,-0.36,±1 ºC,Pass","670","","",""
"3344","6","1,2300,2301,2305,2307,2303,2306,2304.4,4.4,+/-5%,Pass","671","","",""
"3345","6","2,2500,2501,2505,2507,2503,2506,2504.4,4.4,+/-5%,Pass","671","","",""
"3346","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","210","","",""
"3347","1","2,Heart Rate,120,121,1,+/- 2 BPM,Pass","210","","",""
"3348","1","3,Heart Rate,40,41,1,+/- 2 BPM,Pass","210","","",""
"3349","9","1,50,47.8,-2.2,+/- 5 %,Pass","210","","",""
"3350","9","2,100,97.5,-2.5,+/- 5 %,Pass","210","","",""
"3351","9","3,150,146,-4,+/- 5 %,Pass","210","","",""
"3352","9","4,200,195.9,-4.1,+/- 5 %,Pass","210","","",""
"3353","15","50,27.3,* Normal Sync time should be within 20 to 30 milli second","210","","",""
"3354","15","100,22,^ Normal Sync time should be within 50 to 60 milli second","210","","",""
"3355","15","200,22,","210","","",""
"3359","4","1,20,21.86,18.76,18.62,21.45,20.87,20.31,0.31,1,Pass","211","","",""
"3360","4","2,30,32.78,32.14,29.86,29.76,29.79,30.86,0.86,1.5,Pass","211","","",""
"3361","4","3,50,50.25,48.50,52.30,54.10,52.44,51.51,1.51,2.5,Pass","211","","",""
"3362","4","1,20,19.23,19.98,20.50,21.25,18.79,19.95,-0.05,1,Pass","212","","",""
"3363","4","2,30,29.87,32.22,31.24,31.23,30.65,31.042,1.042,1.5,Pass","212","","",""
"3364","4","3,50,54.36,51.94,51.59,51.59,50.98,50.55,0.55,2.5,Pass","212","","",""
"3365","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","213","","",""
"3366","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","213","","",""
"3367","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","213","","",""
"3368","2","1,95,75,95,76,0,1,±2,±2,Pass","213","","",""
"3369","2","2,90,65,90,66,0,1,±2,±2,Pass","213","","",""
"3370","2","3,80,60,80,61,0,1,±2,±2,Pass","213","","",""
"3371","3","1,120,80,90,121,82,88,1,2,-2,±5,±5,±5,Pass","213","","",""
"3372","3","2,150,100,115,148,98,112,-2,-2,-3,±5,±5,±5,Pass","213","","",""
"3373","4","1,20,20.45,20.59,20.97,21.20,20.00,20.64,0.64,1,Pass","214","","",""
"3374","4","2,30,31.22,29.09,28.51,29.70,29.77,29.65,0.65,1.5,Pass","214","","",""
"3375","4","3,50,52.78,51.58,49.37,51.82,50.22,51.54,1.54,2.5,Pass","214","","",""
"3376","4","1,20,20.13,20.46,21.28,20.10,19.84,20.36,0.36,1,Pass","215","","",""
"3377","4","2,30,30.15,31.18,29.77,28.67,29.12,29.77,0.23,1.5,Pass","215","","",""
"3378","4","3,50,49.97,48.77,49.13,50.25,48.69,49.36,0.36,2.5,Pass","215","","",""
"3385","4","1,20,19.48,19.37,20.14,20.18,21.50,20.13,0.13,1,Pass","216","","",""
"3386","4","2,30,31.24,30.59,31.04,29.89,30.19,30.59,0.59,1.5,Pass","216","","",""
"3387","4","3,50,51.57,50.45,50.65,50.65,51.05,50.87,0.87,2.5,Pass","216","","",""
"3388","4","1,20,19.77,20.97,21.44,19.72,18.66,20.11,0.11,1,Pass","245","","",""
"3389","4","2,30,30.14,28.77,29.10,31.22,29.42,29.73,-0.27,1.5,Pass","245","","",""
"3390","4","3,50,51.19,53.16,49.82,50.96,50.89,51.20,0.20,2.5,Pass","245","","",""
"3391","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","254","","",""
"3392","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","254","","",""
"3393","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","254","","",""
"3394","2","1,95,75,96,76,1,1,±2,±2,Pass","254","","",""
"3395","2","2,90,65,90,66,0,1,±2,±2,Pass","254","","",""
"3396","2","3,80,60,80,61,0,1,±2,±2,Pass","254","","",""
"3397","3","1,120,80,90,121,82,88,1,2,-2,±5,±5,±5,Pass","254","","",""
"3398","3","2,150,100,115,151,101,114,1,1,-1,±5,±5,±5,Pass","254","","",""
"3399","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","256","","",""
"3400","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","256","","",""
"3401","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","256","","",""
"3402","2","1,95,75,95,76,0,1,±2,±2,Pass","256","","",""
"3403","2","2,90,65,90,65,0,0,±2,±2,Pass","256","","",""
"3404","2","3,80,60,80,60,0,0,±2,±2,Pass","256","","",""
"3405","3","1,120,80,90,121,82,88,1,2,-2,±5,±5,±5,Pass","256","","",""
"3406","3","2,150,100,115,148,98,112,-2,-2,-3,±5,±5,±5,Pass","256","","",""
"3407","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","257","","",""
"3408","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","257","","",""
"3409","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","257","","",""
"3410","2","1,95,75,96,76,1,1,±2,±2,Pass","257","","",""
"3411","2","2,90,65,90,67,0,2,±2,±2,Pass","257","","",""
"3412","2","3,80,60,80,62,0,2,±2,±2,Pass","257","","",""
"3413","3","1,120,80,90,119,80,89,-1,0,-1,±5,±5,±5,Pass","257","","",""
"3414","3","2,150,100,115,151,99,113,1,-1,-2,±5,±5,±5,Pass","257","","",""
"3415","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","260","","",""
"3416","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","260","","",""
"3417","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","260","","",""
"3418","2","1,95,75,90,76,0,1,±2,±2,Pass","260","","",""
"3419","2","2,90,65,90,66,0,1,±2,±2,Pass","260","","",""
"3420","2","3,80,60,80,62,0,2,±2,±2,Pass","260","","",""
"3421","3","1,120,80,90,120,81,91,0,1,1,±5,±5,±5,Pass","260","","",""
"3422","3","2,150,100,115,151,102,116,1,2,1,±5,±5,±5,Pass","260","","",""
"3423","1","1,Heart Rate,60,60,0,+/- 2 BPM,Pass","262","","",""
"3424","1","2,Heart Rate,120,120,0,+/- 2 BPM,Pass","262","","",""
"3425","1","3,Heart Rate,40,40,0,+/- 2 BPM,Pass","262","","",""
"3426","2","1,95,75,95,76,0,1,±2,±2,Pass","262","","",""
"3427","2","2,90,65,90,66,0,1,±2,±2,Pass","262","","",""
"3428","2","3,80,60,80,60,0,0,±2,±2,Pass","262","","",""
"3429","3","1,120,80,90,119,80,90,-1,0,0,±5,±5,±5,Pass","262","","",""
"3430","3","2,150,100,115,151,99,115,1,-1,0,±5,±5,±5,Pass","262","","",""
