"Customer_ID","HospitalID","Reference_Date","Date_Receipt","Report_info_ID","HospAddress","ActiveStatus","CreatedDate"
"4231","12","11/12/2014","13/12/2014","4249","","",""
"4232","12","11/12/2014","13/12/2014","4250","","",""
"4233","12","11/12/2014","13/12/2014","4251","","",""
"4234","12","11/12/2014","13/12/2014","4252","","",""
"4235","12","11/12/2014","13/12/2014","4253","","",""
"4236","12","11/12/2014","13/12/2014","4254","","",""
"4237","12","11/12/2014","13/12/2014","4255","","",""
"4238","12","11/12/2014","13/12/2014","4256","","",""
"4239","12","11/12/2014","13/12/2014","4257","","",""
"4240","12","11/12/2014","13/12/2014","4258","","",""
"4241","12","11/12/2014","13/12/2014","4259","","",""
"4242","12","11/12/2014","13/12/2014","4260","","",""
"4243","12","11/12/2014","13/12/2014","4261","","",""
"4244","12","11/12/2014","13/12/2014","4262","","",""
"4245","12","11/12/2014","13/12/2014","4263","","",""
"4246","12","11/12/2014","13/12/2014","4264","","",""
"4247","12","11/12/2014","13/12/2014","4265","","",""
"4248","14","05/11/2014","07/11/2014","4266","","",""
"4249","12","11/12/2014","13/12/2014","4267","","",""
"4250","12","11/12/2014","13/12/2014","4268","","",""
"4251","14","05/11/2014","07/11/2014","4269","","",""
"4252","12","11/12/2014","13/12/2014","4270","","",""
"4253","12","11/12/2014","13/12/2014","4271","","",""
"4254","12","11/12/2014","13/12/2014","4272","","",""
"4255","12","11/12/2014","13/12/2014","4273","","",""
"4256","14","05/11/2014","05/11/2014","4274","","",""
"4257","12","11/12/2014","13/12/2014","4275","","",""
"4258","12","11/12/2014","13/12/2014","4276","","",""
"4259","14","05/11/2014","06/11/2014","4277","","",""
"4260","12","11/12/2014","13/12/2014","4278","","",""
"4261","12","11/12/2014","13/12/2014","4279","","",""
"4262","12","11/12/2014","13/12/2014","4280","","",""
"4263","12","11/12/2014","13/12/2014","4281","","",""
"4264","12","11/12/2014","13/12/2014","4282","","",""
"4265","14","05/11/2014","05/11/2014","4283","","",""
"4266","12","11/12/2014","13/12/2014","4284","","",""
"4267","12","11/12/2014","13/12/2014","4285","","",""
"4268","14","05/11/2014","07/11/2014","4286","","",""
"4269","12","11/12/2014","13/12/2014","4287","","",""
"4270","12","11/12/2014","13/12/2014","4288","","",""
"4271","12","11/12/2014","13/12/2014","4289","","",""
"4272","12","11/12/2014","13/12/2014","4290","","",""
"4273","12","11/12/2014","13/12/2014","4291","","",""
"4274","12","11/12/2014","13/12/2014","4292","","",""
"4275","12","11/12/2014","13/12/2014","4293","","",""
"4276","12","11/12/2014","13/12/2014","4294","","",""
"4277","12","11/12/2014","13/12/2014","4295","","",""
"4278","12","11/12/2014","13/12/2014","4296","","",""
"4279","12","11/12/2014","13/12/2014","4297","","",""
"4280","12","11/12/2014","13/12/2014","4298","","",""
"4281","12","11/12/2014","13/12/2014","4299","","",""
"4282","12","11/12/2014","13/12/2014","4300","","",""
"4283","12","11/12/2014","13/12/2014","4301","","",""
"4284","12","11/12/2014","13/12/2014","4302","","",""
"4285","12","11/12/2014","13/12/2014","4303","","",""
"4286","12","11/12/2014","13/12/2014","4304","","",""
"4287","12","11/12/2014","13/12/2014","4305","","",""
"4288","12","11/12/2014","13/12/2014","4306","","",""
"4289","12","11/12/2014","13/12/2014","4307","","",""
"4290","12","11/12/2014","13/12/2014","4308","","",""
"4291","12","11/12/2014","13/12/2014","4309","","",""
"4292","12","11/12/2014","13/12/2014","4310","","",""
"4293","12","11/12/2014","13/12/2014","4311","","",""
"4294","12","11/12/2014","13/12/2014","4312","","",""
"4295","12","11/12/2014","13/12/2014","4313","","",""
"4296","12","11/12/2014","13/12/2014","4314","","",""
"4297","12","11/12/2014","13/12/2014","4315","","",""
"4298","12","11/12/2014","13/12/2014","4316","","",""
"4299","12","11/12/2014","13/12/2014","4317","","",""
"4300","12","11/12/2014","13/12/2014","4318","","",""
"4301","12","11/12/2014","13/12/2014","4319","","",""
"4302","12","11/12/2014","13/12/2014","4320","","",""
"4303","12","11/12/2014","13/12/2014","4321","","",""
"4304","12","11/12/2014","13/12/2014","4322","","",""
"4305","12","11/12/2014","13/12/2014","4323","","",""
"4306","24","11/12/2014","11/12/2014","4324","","",""
"4307","24","11/12/2014","11/12/2014","4325","","",""
"4308","24","11/12/2014","11/12/2014","4326","","",""
"4309","24","11/12/2014","13/12/2014","4327","","",""
"4310","25","11/12/2014","12/12/2014","4328","","",""
"4311","25","11/12/2014","12/12/2014","4329","","",""
"4312","25","11/12/2014","12/12/2014","4330","","",""
"4313","25","11/12/2014","13/12/2014","4331","","",""
"4314","26","11/12/2014","13/12/2014","4332","","",""
"4315","26","11/12/2014","13/12/2014","4333","","",""
"4316","26","11/12/2014","13/12/2014","4334","","",""
"4317","26","11/12/2014","13/12/2014","4335","","",""
"4318","26","11/12/2014","13/12/2014","4336","","",""
"4319","26","11/12/2014","13/12/2014","4337","","",""
"4320","26","11/12/2014","13/12/2014","4338","","",""
"4321","12","11/12/2014","13/12/2014","4339","","",""
"4322","12","11/12/2014","13/12/2014","4340","","",""
"4323","12","11/12/2014","13/12/2014","4341","","",""
"4324","25","11/12/2014","12/12/2014","4342","","",""
"4325","25","11/12/2014","12/12/2014","4343","","",""
"4326","25","11/12/2014","12/12/2014","4344","","",""
"4327","12","11/12/2014","12/12/2014","4345","","",""
"4328","13","12/10/2014","16/10/2014","4346","","",""
"4329","13","12/10/2014","16/10/2014","4347","","",""
"4330","13","12/10/2014","16/10/2014","4348","","",""
"4331","13","12/10/2014","16/10/2014","4349","","",""
"4332","13","12/10/2014","16/10/2014","4350","","",""
"4333","13","12/10/2014","16/10/2014","4351","","",""
"4334","13","12/10/2014","16/10/2014","4352","","",""
"4335","13","12/10/2014","16/10/2014","4353","","",""
"4336","13","12/10/2014","16/10/2014","4354","","",""
"4337","13","12/10/2014","16/10/2014","4355","","",""
"4338","13","12/10/2014","16/10/2014","4356","","",""
"4339","13","12/10/2014","16/10/2014","4357","","",""
"4340","1","17/11/2014","02/12/2014","4358","","",""
"4341","1","17/11/2014","02/12/2014","4359","","",""
"4342","13","12/10/2014","12/10/2014","4360","","",""
"4343","13","12/10/2014","12/10/2014","4361","","",""
"4344","24","11/12/2014","13/12/2014","4362","","",""
"4345","24","11/12/2014","13/12/2014","4363","","",""
"4346","24","11/12/2014","13/12/2014","4364","","",""
"4347","24","11/12/2014","13/12/2014","4365","","",""
"4348","24","11/12/2014","13/12/2014","4366","","",""
"4349","12","11/12/2014","13/12/2014","4367","","",""
"4350","12","11/12/2014","13/12/2014","4368","","",""
"4351","12","11/12/2014","13/12/2014","4369","","",""
"4352","12","11/12/2014","13/12/2014","4370","","",""
"4353","12","11/12/2014","13/12/2014","4371","","",""
"4354","12","11/12/2014","13/12/2014","4372","","",""
"4355","12","11/12/2014","13/12/2014","4373","","",""
"4356","1","17/11/2014","17/11/2014","4374","","",""
"4357","12","11/12/2014","13/12/2014","4375","","",""
"4358","12","11/12/2014","13/12/2014","4376","","",""
"4359","12","11/12/2014","13/12/2014","4377","","",""
"4360","12","11/12/2014","13/12/2014","4378","","",""
"4361","12","11/12/2014","13/12/2014","4379","","",""
"4362","12","11/12/2014","13/12/2014","4380","","",""
"4363","24","11/12/2014","13/12/2014","4381","","",""
"4364","12","11/12/2014","13/12/2014","4382","","",""
"4365","12","11/12/2014","13/12/2014","4383","","",""
"4366","12","11/12/2014","13/12/2014","4384","","",""
"4367","12","11/12/2014","13/12/2014","4385","","",""
"4368","12","11/12/2014","13/12/2014","4386","","",""
"4369","12","11/12/2014","13/12/2014","4387","","",""
"4370","12","11/12/2014","13/12/2014","4388","","",""
"4371","12","11/12/2014","13/12/2014","4389","","",""
"4372","12","11/12/2014","13/12/2014","4390","","",""
"4373","12","11/12/2014","13/12/2014","4391","","",""
"4374","12","11/12/2014","13/12/2014","4392","","",""
"4375","12","11/12/2014","13/12/2014","4393","","",""
"4376","12","11/12/2014","13/12/2014","4394","","",""
"4377","12","11/12/2014","13/12/2014","4395","","",""
"4378","12","11/12/2014","13/12/2014","4396","","",""
"4379","24","11/12/2014","13/12/2014","4397","","",""
"4380","24","11/12/2014","13/12/2014","4398","","",""
"4381","24","11/12/2014","13/12/2014","4399","","",""
"4382","24","11/12/2014","13/12/2014","4400","","",""
"4383","1","26/04/2014","21/08/2014","4401","","",""
"4384","1","26/04/2014","21/08/2014","4402","","",""
"4385","1","26/04/2014","21/08/2014","4403","","",""
"4386","1","26/04/2014","21/08/2014","4404","","",""
"4387","14","05/11/2014","07/11/2014","4405","","",""
"4388","14","06/11/2014","07/11/2014","4406","","",""
"4389","14","05/11/2014","06/11/2014","4407","","",""
"4390","14","05/11/2014","06/11/2014","4408","","",""
"4391","14","05/11/2014","07/11/2014","4409","","",""
"4392","14","05/11/2014","07/11/2014","4410","","",""
"4393","14","05/11/2014","07/11/2014","4411","","",""
"4394","14","05/11/2014","07/11/2014","4412","","",""
"4395","14","05/11/2014","05/11/2014","4413","","",""
"4396","14","05/11/2014","05/11/2014","4414","","",""
"4397","14","05/11/2014","05/11/2014","4415","","",""
"4398","14","19/12/2014","29/12/2014","4416","","",""
"4399","14","05/11/2014","06/11/2014","4417","","",""
"4400","14","05/11/2014","05/11/2014","4418","","",""
"4401","14","05/11/2014","05/11/2014","4419","","",""
"4402","24","11/12/2014","13/12/2014","4420","","",""
"4403","24","11/12/2014","13/12/2014","4421","","",""
"4404","14","05/11/2014","07/11/2014","4422","","",""
"4405","14","05/11/2014","05/11/2014","4423","","",""
"4406","24","11/12/2014","13/12/2014","4424","","",""
"4407","24","11/12/2014","13/12/2014","4425","","",""
"4408","24","11/12/2014","13/12/2014","4426","","",""
"4409","24","11/12/2014","13/12/2014","4427","","",""
"4410","14","05/11/2014","06/11/2014","4428","","",""
"4411","24","11/12/2014","13/12/2014","4429","","",""
"4412","24","11/12/2014","13/12/2014","4430","","",""
"4413","14","05/11/2014","05/11/2014","4431","","",""
"4414","14","05/11/2014","05/11/2014","4432","","",""
"4415","27","28/06/2015","29/06/2015","4433","","",""
"4416","27","28/06/2015","29/06/2015","4434","","",""
"4417","27","28/06/2015","29/06/2015","4435","","",""
"4418","27","28/06/2015","29/06/2015","4436","","",""
"4419","27","28/06/2015","29/06/2015","4437","","",""
"4420","28","04/05/2015","05/05/2015","4438","","",""
"4421","28","04/05/2015","05/05/2015","4439","","",""
"4422","28","04/05/2015","05/05/2015","4440","","",""
"4423","1","02/05/2015","05/05/2015","4441","","",""
"4424","1","02/05/2015","05/05/2015","4442","","",""
"4425","1","02/05/2015","05/05/2015","4443","","",""
"4426","1","02/05/2015","05/05/2015","4444","","",""
"4427","1","02/05/2015","05/05/2015","4445","","",""
"4428","1","05/03/2015","07/03/2015","4446","","",""
"4429","1","05/03/2015","07/03/2015","4447","","",""
"4430","1","05/06/2015","07/06/2015","4448","","",""
"4431","1","05/06/2015","07/06/2015","4449","","",""
"4432","1","05/06/2015","07/06/2015","4450","","",""
"4433","1","05/06/2015","07/06/2015","4451","","",""
"4434","1","05/06/2015","07/06/2015","4452","","",""
"4435","1","05/06/2015","07/06/2015","4453","","",""
"4436","1","05/06/2015","07/06/2015","4454","","",""
"4437","1","05/06/2015","07/06/2015","4455","","",""
"4438","1","05/06/2015","07/06/2015","4456","","",""
"4439","1","05/06/2015","07/06/2015","4457","","",""
"4440","1","05/06/2015","07/06/2015","4458","","",""
"4441","1","05/06/2015","07/06/2015","4459","","",""
"4442","1","05/06/2015","07/06/2015","4460","","",""
"4443","1","05/06/2015","07/06/2015","4461","","",""
"4444","1","05/06/2015","07/06/2015","4462","","",""
"4445","1","05/06/2015","07/06/2015","4463","","",""
"4446","1","05/06/2015","07/06/2015","4464","","",""
"4447","1","05/06/2015","07/06/2015","4465","","",""
"4448","1","05/06/2015","07/06/2015","4466","","",""
"4449","1","05/06/2015","07/06/2015","4467","","",""
"4450","1","05/06/2015","07/06/2015","4468","","",""
"4451","1","05/06/2015","07/06/2015","4469","","",""
"4452","1","05/06/2015","07/06/2015","4470","","",""
"4453","1","05/06/2015","07/06/2015","4471","","",""
"4454","1","05/06/2015","07/06/2015","4472","","",""
"4455","1","05/06/2015","07/06/2015","4473","","",""
"4456","1","05/03/2015","07/03/2015","4474","","",""
"4457","1","05/06/2015","07/06/2015","4475","","",""
"4458","1","05/06/2015","07/06/2015","4476","","",""
"4459","1","05/06/2015","07/06/2015","4477","","",""
"4460","1","05/06/2015","07/06/2015","4478","","",""
"4461","1","05/06/2015","07/06/2015","4479","","",""
"4462","1","05/06/2015","07/06/2015","4480","","",""
"4463","1","05/06/2015","07/06/2015","4481","","",""
"4464","1","05/06/2015","07/06/2015","4482","","",""
"4465","1","05/06/2015","07/06/2015","4483","","",""
"4466","1","05/06/2015","07/06/2015","4484","","",""
"4467","1","05/06/2015","07/06/2015","4485","","",""
"4468","1","05/06/2015","07/06/2015","4486","","",""
"4469","1","05/06/2015","07/06/2015","4487","","",""
"4470","1","05/06/2015","07/06/2015","4488","","",""
"4471","1","05/06/2015","07/06/2015","4489","","",""
"4472","1","05/06/2015","07/06/2015","4490","","",""
"4473","1","05/06/2015","07/06/2015","4491","","",""
"4474","1","05/06/2015","07/06/2015","4492","","",""
"4475","1","05/06/2015","07/06/2015","4493","","",""
"4476","1","05/06/2015","07/06/2015","4494","","",""
"4477","1","05/06/2015","07/06/2015","4495","","",""
"4478","1","05/06/2015","07/06/2015","4496","","",""
"4479","1","05/06/2015","07/06/2015","4497","","",""
"4480","1","05/06/2015","07/06/2015","4498","","",""
"4481","1","05/06/2015","07/06/2015","4499","","",""
"4482","1","05/06/2015","07/06/2015","4500","","",""
"4483","1","05/06/2015","07/06/2015","4501","","",""
"4484","1","05/06/2015","07/06/2015","4502","","",""
"4485","1","05/06/2015","07/06/2015","4503","","",""
"4486","1","05/06/2015","07/06/2015","4504","","",""
"4487","1","05/06/2015","07/06/2015","4505","","",""
"4488","1","05/06/2015","07/06/2015","4506","","",""
"4489","1","05/06/2015","07/06/2015","4507","","",""
"4490","1","05/06/2015","07/06/2015","4508","","",""
"4491","1","05/06/2015","07/06/2015","4509","","",""
"4492","1","05/06/2015","07/06/2015","4510","","",""
"4493","1","05/06/2015","07/06/2015","4511","","",""
"4494","1","05/06/2015","07/06/2015","4512","","",""
"4495","1","05/06/2015","07/06/2015","4513","","",""
"4496","1","05/06/2015","07/06/2015","4514","","",""
"4497","1","05/06/2015","07/06/2015","4515","","",""
"4498","1","05/06/2015","07/06/2015","4516","","",""
"4499","1","05/06/2015","07/06/2015","4517","","",""
"4500","1","05/06/2015","07/06/2015","4518","","",""
"4501","1","05/06/2015","07/06/2015","4519","","",""
"4502","1","05/06/2015","07/06/2015","4520","","",""
"4503","1","05/06/2015","07/06/2015","4521","","",""
"4504","1","05/06/2015","07/06/2015","4522","","",""
"4505","1","05/06/2015","07/06/2015","4523","","",""
"4506","1","05/06/2015","07/06/2015","4524","","",""
"4507","1","05/06/2015","07/06/2015","4525","","",""
"4508","1","05/06/2015","07/06/2015","4526","","",""
"4509","1","05/06/2015","07/06/2015","4527","","",""
"4510","1","05/06/2015","07/06/2015","4528","","",""
"4511","1","05/06/2015","07/06/2015","4529","","",""
"4512","1","05/06/2015","07/06/2015","4530","","",""
"4513","1","05/06/2015","07/06/2015","4531","","",""
"4514","1","05/06/2015","07/06/2015","4532","","",""
"4515","1","05/06/2015","07/06/2015","4533","","",""
"4516","1","05/06/2015","07/06/2015","4534","","",""
"4517","1","05/06/2015","07/06/2015","4535","","",""
"4518","1","05/06/2015","07/06/2015","4536","","",""
"4519","1","05/06/2015","07/06/2015","4537","","",""
"4520","1","05/06/2015","07/06/2015","4538","","",""
"4521","1","05/06/2015","07/06/2015","4539","","",""
"4522","1","05/06/2015","07/06/2015","4540","","",""
"4523","1","05/06/2015","07/06/2015","4541","","",""
"4524","1","05/06/2015","07/06/2015","4542","","",""
"4525","1","05/06/2015","08/06/2015","4543","","",""
"4526","1","05/06/2015","08/06/2015","4544","","",""
"4527","1","05/06/2015","08/06/2015","4545","","",""
"4528","1","05/06/2015","08/06/2015","4546","","",""
"4529","1","05/06/2015","08/06/2015","4547","","",""
"4530","1","05/06/2015","08/06/2015","4548","","",""
"4531","1","05/06/2015","08/06/2015","4549","","",""
"4532","1","05/06/2015","08/06/2015","4550","","",""
"4533","1","05/06/2015","08/06/2015","4551","","",""
"4534","5","03/06/2015","05/06/2015","4552","","",""
"4535","5","03/06/2015","05/06/2015","4553","","",""
"4536","5","03/06/2015","05/06/2015","4554","","",""
"4537","5","03/06/2015","05/06/2015","4555","","",""
"4538","1","05/03/2015","07/03/2015","4556","","",""
"4539","1","05/03/2015","07/03/2015","4557","","",""
"4540","1","05/03/2015","07/03/2015","4558","","",""
"4541","1","05/03/2015","07/03/2015","4559","","",""
"4542","1","05/03/2015","07/03/2015","4560","","",""
"4543","1","05/03/2015","07/03/2015","4561","","",""
"4544","1","05/03/2015","07/03/2015","4562","","",""
"4545","1","05/03/2015","07/03/2015","4563","","",""
"4546","1","05/03/2015","07/03/2015","4564","","",""
"4547","1","05/03/2015","07/03/2015","4565","","",""
"4548","1","05/03/2015","07/03/2015","4566","","",""
"4549","1","05/03/2015","07/03/2015","4567","","",""
"4550","1","05/03/2015","07/03/2015","4568","","",""
"4551","1","05/03/2015","07/03/2015","4569","","",""
"4552","1","05/03/2015","07/03/2015","4570","","",""
"4553","5","03/06/2015","05/06/2015","4571","","",""
"4554","5","03/06/2015","05/06/2015","4572","","",""
"4555","5","03/06/2015","05/06/2015","4573","","",""
"4556","5","03/06/2015","05/06/2015","4574","","",""
"4557","5","03/06/2015","05/06/2015","4575","","",""
"4558","5","03/06/2015","05/06/2015","4576","","",""
"4559","5","03/06/2015","05/06/2015","4577","","",""
"4560","5","03/06/2015","05/06/2015","4578","","",""
"4561","5","03/06/2015","05/06/2015","4579","","",""
"4562","5","03/06/2015","05/06/2015","4580","","",""
"4563","5","03/06/2015","05/06/2015","4581","","",""
"4564","5","03/06/2015","05/06/2015","4582","","",""
"4565","5","03/06/2015","05/06/2015","4583","","",""
"4566","5","03/06/2015","05/06/2015","4584","","",""
"4567","5","03/06/2015","05/06/2015","4585","","",""
"4568","5","03/06/2015","05/06/2015","4586","","",""
"4569","5","03/06/2015","05/06/2015","4587","","",""
"4570","5","03/06/2015","05/06/2015","4588","","",""
"4571","5","03/06/2015","05/06/2015","4589","","",""
"4572","5","03/06/2015","05/06/2015","4590","","",""
"4573","5","03/06/2015","05/06/2015","4591","","",""
"4574","5","03/06/2015","05/06/2015","4592","","",""
"4575","5","03/06/2015","05/06/2015","4593","","",""
"4576","5","03/06/2015","05/06/2015","4594","","",""
"4577","5","03/06/2015","05/06/2015","4595","","",""
"4578","5","03/06/2015","05/06/2015","4596","","",""
"4579","5","03/06/2015","05/06/2015","4597","","",""
"4580","5","03/06/2015","05/06/2015","4598","","",""
"4581","5","03/06/2015","05/06/2015","4599","","",""
"4582","5","03/06/2015","05/06/2015","4600","","",""
"4583","5","03/06/2015","05/06/2015","4601","","",""
"4584","5","03/06/2015","05/06/2015","4602","","",""
"4585","5","03/06/2015","05/06/2015","4603","","",""
"4586","1","05/06/2015","08/06/2015","4604","","",""
"4587","5","03/06/2015","05/06/2015","4605","","",""
"4588","5","03/06/2015","05/06/2015","4606","","",""
"4589","5","03/06/2015","05/06/2015","4607","","",""
"4590","5","03/06/2015","05/06/2015","4608","","",""
"4591","5","03/06/2015","05/06/2015","4609","","",""
"4592","5","03/06/2015","05/06/2015","4610","","",""
"4593","5","03/06/2015","05/06/2015","4611","","",""
"4594","5","03/06/2015","05/06/2015","4612","","",""
"4595","5","03/06/2015","05/06/2015","4613","","",""
"4596","5","03/06/2015","05/06/2015","4614","","",""
"4597","5","03/06/2015","05/06/2015","4615","","",""
"4598","5","03/06/2015","05/06/2015","4616","","",""
"4599","5","03/06/2015","05/06/2015","4617","","",""
"4600","5","03/06/2015","05/06/2015","4618","","",""
"4601","5","03/06/2015","05/06/2015","4619","","",""
"4602","5","03/06/2015","05/06/2015","4620","","",""
"4603","5","03/06/2015","05/06/2015","4621","","",""
"4604","5","03/06/2015","05/06/2015","4622","","",""
"4605","5","03/06/2015","05/06/2015","4623","","",""
"4606","5","03/06/2015","05/06/2015","4624","","",""
"4607","5","03/06/2015","05/06/2015","4625","","",""
"4608","5","03/06/2015","05/06/2015","4626","","",""
"4609","5","03/06/2015","05/06/2015","4627","","",""
"4610","5","03/06/2015","05/06/2015","4628","","",""
"4611","5","03/06/2015","05/06/2015","4629","","",""
"4612","5","03/06/2015","05/06/2015","4630","","",""
"4613","5","03/06/2015","05/06/2015","4631","","",""
"4614","5","03/06/2015","05/06/2015","4632","","",""
"4615","5","03/06/2015","05/06/2015","4633","","",""
"4616","5","03/06/2015","05/06/2015","4634","","",""
"4617","5","03/06/2015","05/06/2015","4635","","",""
"4618","5","03/06/2015","05/06/2015","4636","","",""
"4619","5","03/06/2015","05/06/2015","4637","","",""
"4620","5","03/06/2015","05/06/2015","4638","","",""
"4621","5","03/06/2015","05/06/2015","4639","","",""
"4622","5","03/06/2015","05/06/2015","4640","","",""
"4623","5","03/06/2015","05/06/2015","4641","","",""
"4624","5","03/06/2015","05/06/2015","4642","","",""
"4625","5","03/06/2015","05/06/2015","4643","","",""
"4626","5","03/06/2015","05/06/2015","4644","","",""
"4627","5","03/06/2015","05/06/2015","4645","","",""
"4628","5","03/06/2015","05/06/2015","4646","","",""
"4629","5","03/06/2015","05/06/2015","4647","","",""
"4630","5","03/06/2015","05/06/2015","4648","","",""
"4631","5","03/06/2015","05/06/2015","4649","","",""
"4632","5","03/06/2015","05/06/2015","4650","","",""
"4633","5","03/06/2015","05/06/2015","4651","","",""
"4634","5","03/06/2015","05/06/2015","4652","","",""
"4635","5","03/06/2015","05/06/2015","4653","","",""
"4636","5","03/06/2015","05/06/2015","4654","","",""
"4637","5","03/06/2015","05/06/2015","4655","","",""
"4638","5","03/06/2015","05/06/2015","4656","","",""
"4639","5","03/06/2015","05/06/2015","4657","","",""
"4640","5","03/06/2015","05/06/2015","4658","","",""
"4641","5","03/06/2015","05/06/2015","4659","","",""
"4642","5","03/06/2015","05/06/2015","4660","","",""
"4643","5","03/06/2015","05/06/2015","4661","","",""
"4644","5","03/06/2015","05/06/2015","4662","","",""
"4645","5","03/06/2015","05/06/2015","4663","","",""
"4646","5","03/06/2015","05/06/2015","4664","","",""
"4647","5","03/06/2015","06/06/2015","4665","","",""
"4648","5","03/06/2015","06/06/2015","4666","","",""
"4649","5","03/06/2015","06/06/2015","4667","","",""
"4650","5","03/06/2015","06/06/2015","4668","","",""
"4651","5","03/06/2015","06/06/2015","4669","","",""
"4652","5","03/06/2015","06/06/2015","4670","","",""
"4653","5","03/06/2015","06/06/2015","4671","","",""
"4654","5","03/06/2015","06/06/2015","4672","","",""
"4655","5","03/06/2015","06/06/2015","4673","","",""
"4656","5","03/06/2015","06/06/2015","4674","","",""
"4657","5","03/06/2015","06/06/2015","4675","","",""
"4658","5","03/06/2015","06/06/2015","4676","","",""
"4659","5","03/06/2015","06/06/2015","4677","","",""
"4660","5","03/06/2015","06/06/2015","4678","","",""
"4661","5","03/06/2015","06/06/2015","4679","","",""
"4662","5","03/06/2015","06/06/2015","4680","","",""
"4663","5","03/06/2015","06/06/2015","4681","","",""
"4664","5","03/06/2015","06/06/2015","4682","","",""
"4665","5","03/06/2015","06/06/2015","4683","","",""
"4666","5","03/06/2015","06/06/2015","4684","","",""
"4667","5","03/06/2015","06/06/2015","4685","","",""
"4668","5","03/06/2015","06/06/2015","4686","","",""
"4669","5","03/06/2015","06/06/2015","4687","","",""
"4670","5","03/06/2015","06/06/2015","4688","","",""
"4671","5","03/06/2015","06/06/2015","4689","","",""
"4672","5","03/06/2015","06/06/2015","4690","","",""
"4673","5","03/06/2015","06/06/2015","4691","","",""
"4674","5","03/06/2015","06/06/2015","4692","","",""
"4675","5","03/06/2015","06/06/2015","4693","","",""
"4676","5","03/06/2015","06/06/2015","4694","","",""
"4677","5","03/06/2015","06/06/2015","4695","","",""
"4678","5","03/06/2015","06/06/2015","4696","","",""
"4679","5","03/06/2015","06/06/2015","4697","","",""
"4680","5","03/06/2015","06/06/2015","4698","","",""
"4681","5","03/06/2015","06/06/2015","4699","","",""
"4682","5","03/06/2015","06/06/2015","4700","","",""
"4683","5","03/06/2015","06/06/2015","4701","","",""
"4684","5","03/06/2015","06/06/2015","4702","","",""
"4685","5","03/06/2015","06/06/2015","4703","","",""
"4686","5","03/06/2015","06/06/2015","4704","","",""
"4687","5","03/06/2015","06/06/2015","4705","","",""
"4688","5","03/06/2015","06/06/2015","4706","","",""
"4689","5","03/06/2015","06/06/2015","4707","","",""
"4690","5","03/06/2015","06/06/2015","4708","","",""
"4691","5","03/06/2015","06/06/2015","4709","","",""
"4692","5","03/06/2015","06/06/2015","4710","","",""
"4693","5","03/06/2015","06/06/2015","4711","","",""
"4694","5","03/06/2015","06/06/2015","4712","","",""
"4695","5","03/06/2015","06/06/2015","4713","","",""
"4696","5","03/06/2015","06/06/2015","4714","","",""
"4697","5","03/06/2015","06/06/2015","4715","","",""
"4698","5","03/06/2015","06/06/2015","4716","","",""
"4699","5","03/06/2015","06/06/2015","4717","","",""
"4700","5","03/06/2015","06/06/2015","4718","","",""
"4701","5","03/06/2015","06/06/2015","4719","","",""
"4702","5","03/06/2015","06/06/2015","4720","","",""
"4703","5","03/06/2015","06/06/2015","4721","","",""
"4704","5","03/06/2015","06/06/2015","4722","","",""
"4705","5","03/06/2015","06/06/2015","4723","","",""
"4706","5","03/06/2015","06/06/2015","4724","","",""
"4707","5","03/06/2015","06/06/2015","4725","","",""
"4708","5","03/06/2015","06/06/2015","4726","","",""
"4709","5","03/06/2015","06/06/2015","4727","","",""
"4710","5","03/06/2015","06/06/2015","4728","","",""
"4711","5","03/06/2015","06/06/2015","4729","","",""
"4712","5","03/06/2015","06/06/2015","4730","","",""
"4713","5","03/06/2015","06/06/2015","4731","","",""
"4714","5","03/06/2015","06/06/2015","4732","","",""
"4715","5","03/06/2015","06/06/2015","4733","","",""
"4716","5","03/06/2015","06/06/2015","4734","","",""
"4717","5","03/06/2015","06/06/2015","4735","","",""
"4718","5","03/06/2015","06/06/2015","4736","","",""
"4719","5","03/06/2015","06/06/2015","4737","","",""
"4720","5","03/06/2015","06/06/2015","4738","","",""
"4721","5","03/06/2015","06/06/2015","4739","","",""
"4722","5","03/06/2015","06/06/2015","4740","","",""
"4723","5","03/06/2015","06/06/2015","4741","","",""
"4724","5","03/06/2015","06/06/2015","4742","","",""
"4725","5","03/06/2015","06/06/2015","4743","","",""
"4726","5","03/06/2015","06/06/2015","4744","","",""
"4727","5","03/06/2015","06/06/2015","4745","","",""
"4728","5","03/06/2015","06/06/2015","4746","","",""
"4729","5","03/06/2015","06/06/2015","4747","","",""
"4730","5","03/06/2015","06/06/2015","4748","","",""
"4731","5","03/06/2015","06/06/2015","4749","","",""
"4732","5","03/06/2015","06/06/2015","4750","","",""
"4733","5","03/06/2015","06/06/2015","4751","","",""
"4734","5","03/06/2015","06/06/2015","4752","","",""
"4735","5","03/06/2015","06/06/2015","4753","","",""
"4736","5","03/06/2015","06/06/2015","4754","","",""
"4737","5","03/06/2015","06/06/2015","4755","","",""
"4738","5","03/06/2015","06/06/2015","4756","","",""
"4739","5","03/06/2015","06/06/2015","4757","","",""
"4740","5","03/06/2015","06/06/2015","4758","","",""
"4741","5","03/06/2015","06/06/2015","4759","","",""
"4742","5","03/06/2015","06/06/2015","4760","","",""
"4743","5","03/06/2015","06/06/2015","4761","","",""
"4744","5","03/06/2015","06/06/2015","4762","","",""
"4745","5","03/06/2015","06/06/2015","4763","","",""
"4746","5","03/06/2015","06/06/2015","4764","","",""
