"DUT_ID","Report_info_ID","Serial_No","Biomedical_ID","Location","Condition_of_item","ElectricalSafety","Performance","ActiveStatus","CreatedDate"
"3563","3585","ASED-0158","NA","OT","No Visible Damage","True","True","",""
"3564","3586","04286","NA","OT","No Visible Damage","True","True","",""
"3565","3587","04287","NA","OT","No Visible Damage","True","True","",""
"3566","3588","1977-09-2013","NA","OT","No Visible Damage","True","False","",""
"3567","3589","S3C08072AX","NA","OT","No Visible Damage","True","True","",""
"3568","3590","S3C08039AX","NA","OT","No Visible Damage","True","True","",""
"3569","3591","NA","NA","SSCSSD","No Visible Damage","True","False","",""
"3570","3592","CS6879","NA","SSCSSD","No Visible Damage","True","False","",""
"3571","3593","293","NA","SSCSSD","No Visible Damage","False","True","",""
"3572","3594","2597","NA","SSCSSD","No Visible Damage","False","True","",""
"3573","3595","309","NA","CYTOLOGY","No Visible Damage","True","False","",""
"3574","3596","14A0837","NA","PATHOLOGY SEMINAR ROOM","No Visible Damage","True","False","",""
"3575","3597","11H612","NA","PG ROOM","No Visible Damage","True","False","",""
"3576","3598","11H624","NA","PG ROOM","No Visible Damage","True","False","",""
"3577","3599","11H634","NA","PG ROOM","No Visible Damage","True","False","",""
"3578","3600","101388","NA","PG ROOM","No Visible Damage","True","False","",""
"3579","3601","10H563","NA","PG ROOM","No Visible Damage","True","False","",""
"3580","3602","090825848","NA","PG ROOM","No Visible Damage","True","False","",""
"3581","3603","101387","NA","PG ROOM","No Visible Damage","True","False","",""
"3582","3604","NA","NA","PG ROOM","No Visible Damage","True","False","",""
"3583","3605","11A467","NA","PG ROOM","No Visible Damage","True","False","",""
"3584","3606","NA","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3585","3607","12G951","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3586","3608","101370","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3587","3609","NA","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3588","3610","NA","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3589","3611","NA","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3590","3612","NA","NA","DOCTORS REPORTING ROOM","No Visible Damage","True","False","",""
"3591","3613","12H839","NA","LECTURE HALL","No Visible Damage","True","False","",""
"3592","3614","11H636","NA","LECTURE HALL","No Visible Damage","True","False","",""
"3593","3615","EHLC-6893","NA","CENTRAL LAB","No Visible Damage","True","True","",""
"3594","3616","IDLC-10835","NA","NA","No Visible Damage","True","True","",""
"3595","3617","US91929793","NA","ICU","No Visible Damage","True","True","",""
"3596","3618","1112003091061","NA","ICU","No Visible Damage","False","True","",""
"3597","3619","US91929797","NA","ICU","No Visible Damage","True","True","",""
"3598","3620","DDTD3J8525","AAMCH/CAS/04","CASUALITY","No Visible Damage","True","True","",""
"3599","3621","NA","NA","OLD BLOCK 1st FLOOR","Damage","False","True","",""
"3600","3622","NA","AAMCH/CAMP/06","CAMP","No Visible Damage","False","True","",""
"3601","3623","NA","NA","OLD BLOCK 1st FLOOR","No Visible Damage","False","True","",""
"3602","3624","354539","AAMCH/OP/R38/01","OPD","No Visible Damage","False","True","",""
"3603","3625","NA","NA","NA","No Visible Damage","False","True","",""
"3604","3626","NA","AAMCH/CAMP/02","CAMP","No Visible Damage","False","True","",""
"3605","3627","NA","NA","NEW BLOCK","No Visible Damage","False","True","",""
"3606","3628","NA","AAMCH/DOCTORS ROOM/02","DOCTORS ROOM","No Visible Damage","False","True","",""
"3607","3629","NA","AAMCH/DOCTORS ROOM/01","DOCTORS ROOM","No Visible Damage","False","True","",""
"3608","3630","05BH000063","NA","ICU","No Visible Damage","True","True","",""
"3609","3631","US63103415","NA","ICU","No Visible Damage","True","True","",""
"3610","3632","NA","AAMCH/CAMP/01","CAMP","No Visible Damage","False","True","",""
"3611","3633","NA","NA","OLD BLOCK 2st FLOOR","No Visible Damage","False","True","",""
"3612","3634","NA","NA","POST OP","No Visible Damage","False","True","",""
"3613","3635","NA","AAMCH/R24/06","ROOM N0.24","No Visible Damage","False","True","",""
"3614","3636","NA","NA","DR. OP","No Visible Damage","False","True","",""
"3615","3637","NA","AAMCH/CAMP/03","CAMP","No Visible Damage","False","True","",""
"3616","3638","NA","AAMCH/CAMP/04","CAMP","No Visible Damage","False","True","",""
"3617","3639","2070262","NA","NICU","No Visible Damage","False","True","",""
"3618","3640","CV89100891","AAMCH/CAS/01","CASUALITY","No Visible Damage","True","True","",""
"3619","3641","RHW2002B/0809/155","NA","NICU","No Visible Damage","False","True","",""
"3620","3642","PT3003/0809/33","NA","NICU","No Visible Damage","True","False","",""
"3621","3643","NA","NA","NICU","No Visible Damage","True","False","",""
"3622","3644","NA","AAMCH/OP/R37/03","OPD","No Visible Damage","False","True","",""
"3623","3645","NA","NA","NICU","No Visible Damage","False","True","",""
"3624","3646","PT/3003/0809/32","NA","NICU","No Visible Damage","True","False","",""
"3625","3647","NA","AAMCH/OP/R38/02","OPD","No Visible Damage","False","True","",""
"3626","3648","PT/3003/0809/28","NA","NICU","No Visible Damage","True","False","",""
"3627","3649","RW-02","NA","NICU","No Visible Damage","False","True","",""
"3628","3650","NA","AAMCH/OP/R05/02","PANCHAKARMA DEPT","No Visible Damage","False","True","",""
"3629","3651","NA","AAMCH/OP/R39/03","ROOM NO 39","No Visible Damage","False","True","",""
"3630","3652","NA","NA","NICU","No Visible Damage","False","True","",""
"3631","3653","NA","NA","NICU","No Visible Damage","True","False","",""
"3632","3654","NA","AAMCH/OP/R06/02","ROOM NO.6","No Visible Damage","False","True","",""
"3633","3655","NA","NA","NICU","No Visible Damage","False","True","",""
"3634","3656","NA","NA","NICU","No Visible Damage","True","False","",""
"3635","3657","323304","AAMCH/OP/R38/04","ROOM NO.38","No Visible Damage","False","True","",""
"3636","3658","277901","AAMCH/OP/R05/04","PANCHAKARMA DEPT","No Visible Damage","False","True","",""
"3637","3659","273468","AAMCH/OP/R05/01","PANCHAKARMA DEPT","No Visible Damage","False","True","",""
"3638","3660","US90717010","NA","NICU","No Visible Damage","True","True","",""
"3639","3661","RHW2002B/0809/150","NA","NICU","No Visible Damage","False","True","",""
"3640","3662","US90717008","NA","NICU","No Visible Damage","True","True","",""
"3641","3663","352400","AAMCH/OP/R37/01","ROOM NO.37","No Visible Damage","False","True","",""
"3642","3664","2661","AAMCH/OP/R39/02","ROOM NO 39","No Visible Damage","False","True","",""
"3643","3665","104009249","NA","NICU","No Visible Damage","True","True","",""
"3644","3666","DE72202139","NA","NICU","Damage","True","True","",""
"3645","3667","NA","NA","NICU","No Visible Damage","True","False","",""
"3646","3668","NA","NA","NICU","No Visible Damage","True","False","",""
"3647","3669","C10092042","NA","NICU","Damage","True","False","",""
"3648","3670","C10102355","NA","NICU","No Visible Damage","True","False","",""
"3649","3671","348641","NA","GOPD","No Visible Damage","False","True","",""
"3650","3672","C10102375","NA","NICU","No Visible Damage","True","False","",""
"3651","3673","354538","AAMCH/OP/R37/02","ROOM NO.37","No Visible Damage","False","True","",""
"3652","3674","321593","AAMCH/IP/08","IP","No Visible Damage","False","True","",""
"3653","3675","119126","NA","NICU","Damage","True","False","",""
"3654","3676","12014912","AAMCH/IP/03","IP","No Visible Damage","False","True","",""
"3655","3677","287710","AAMCH/R42/01","ROOM NO.42","No Visible Damage","False","True","",""
"3656","3678","NA","NA","ICU","No Visible Damage","True","False","",""
"3657","3679","C04133312","NA","ICU","No Visible Damage","True","False","",""
"3658","3680","321633","AAMCH/OP/R41/01","ROOM NO.41","No Visible Damage","False","True","",""
"3659","3681","C10092039","NA","ICU","No Visible Damage","True","False","",""
"3660","3682","111019863","AAMCH/CASUALITY/03","CASUALITY","No Visible Damage","False","True","",""
"3661","3683","C04133323","NA","ICU","No Visible Damage","True","False","",""
"3662","3684","NA","AAMCH/IP/04","IP","No Visible Damage","False","True","",""
"3663","3685","TX02140802","NA","ICU","No Visible Damage","True","False","",""
"3664","3686","P169569","NA","NICU","No Visible Damage","False","True","",""
"3665","3687","348700","AAMCH/OP/R37/01","ROOM NO.37","No Visible Damage","False","True","",""
"3666","3688","E10EEN11-3382","NA","NICU","No Visible Damage","False","True","",""
"3667","3689","HNLC-5147","NA","LABORATORY","No Visible Damage","False","True","",""
"3668","3690","A9957","NA","LABORATORY","No Visible Damage","True","False","",""
"3669","3691","NA","NA","LABORATORY","No Visible Damage","False","True","",""
"3670","3692","INCO94418412","NA","LABORATORY","No Visible Damage","False","True","",""
"3671","3693","321065","AAMCH/ACCADEMICS/218/19","ACCADEMICS","No Visible Damage","False","True","",""
"3672","3694","321186","AAMCH/ACCADEMICS/218/18","ACCADEMICS","No Visible Damage","False","True","",""
"3673","3695","050327","NA","LABORATORY","No Visible Damage","True","False","",""
"3674","3696","322634","AAMCH/ACCADEMICS/218/08","ACCADEMICS","No Visible Damage","False","True","",""
"3675","3697","353565","AAMCH/ACCADEMICS/218/48","ACCADEMICS","No Visible Damage","False","True","",""
"3676","3698","321291","AAMCH/ACCADEMICS/218/50","ACCADEMICS","No Visible Damage","False","True","",""
"3677","3699","317738","AAMCH/ACCADEMICS/218/66","ACCADEMICS","No Visible Damage","False","True","",""
"3678","3700","319961","AAMCH/ACCADEMICS/218/15","ACCADEMICS","No Visible Damage","False","True","",""
"3679","3701","321090","AAMCH/ACCADEMICS/218/54","ACCADEMICS","No Visible Damage","False","True","",""
"3680","3702","350790","AAMCH/ACCADEMICS/218/47","ACCADEMICS","No Visible Damage","False","True","",""
"3681","3703","353322","AAMCH/ACCADEMICS/218/53","ACCADEMICS","No Visible Damage","False","True","",""
"3682","3704","353537","AAMCH/ACCADEMICS/218/51","ACCADEMICS","No Visible Damage","False","True","",""
"3683","3705","353309","AAMCH/ACCADEMICS/218/44","ACCADEMICS","No Visible Damage","False","True","",""
"3684","3706","321086","AAMCH/ACCADEMICS/218/49","ACCADEMICS","No Visible Damage","False","True","",""
"3685","3707","353568","AAMCH/ACCADEMICS/218/42","ACCADEMICS","No Visible Damage","False","True","",""
"3686","3708","34275BNKC","NA","LABORATORY","No Visible Damage","True","False","",""
"3687","3709","353356","AAMCH/ACCADEMICS/218/60","ACCADEMICS","No Visible Damage","False","True","",""
"3688","3710","4101-1716","NA","LABORATORY","No Visible Damage","True","False","",""
"3689","3711","353346","AAMCH/ACCADEMICS/218/61","ACCADEMICS","No Visible Damage","False","True","",""
"3690","3712","NA","NA","LABORATORY","No Visible Damage","False","True","",""
"3691","3713","NA","NA","CASUALITY","No Visible Damage","False","True","",""
"3692","3714","DILO-2710","NA","LABORATORY","No Visible Damage","False","True","",""
"3693","3715","37468","NA","CASUALITY","No Visible Damage","False","True","",""
"3694","3716","353580","AAMCH/ACCADEMICS/218/36","ACCADEMICS","No Visible Damage","False","True","",""
"3695","3717","NA","NA","CASUALITY","No Visible Damage","False","True","",""
"3696","3718","350796","AAMCH/ACCADEMICS/218/59","ACCADEMICS","No Visible Damage","False","True","",""
"3697","3719","353561","AAMCH/ACCADEMICS/218/59","ACCADEMICS","No Visible Damage","False","True","",""
"3698","3720","US02003543","NA","CASUALITY","No Visible Damage","True","True","",""
"3699","3721","353559","AAMCH/ACCADEMICS/218/57","ACCADEMICS","No Visible Damage","False","True","",""
"3700","3722","1511040141","NA","CASUALITY","No Visible Damage","True","True","",""
"3701","3723","NA","NA","CASUALITY","No Visible Damage","True","True","",""
"3702","3724","INC102727147","NA","LAB","No Visible Damage","False","True","",""
"3703","3725","11213038","NA","LAB","No Visible Damage","False","True","",""
"3704","3726","13120921","NA","MICROBIOLOGY","No Visible Damage","False","True","",""
"3705","3727","11213035","NA","LAB","No Visible Damage","False","True","",""
"3706","3728","4524-A","NA","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3707","3729","015","NA","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3708","3730","1010035159","AAMCH/LAB/09","LAB","No Visible Damage","True","False","",""
"3709","3731","17221","AAMCH/LAB/01","LAB","No Visible Damage","True","True","",""
"3710","3732","692","NA","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3711","3733","NA","NA","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3712","3734","NA","NA","MEDICAL STORE ROOM","No Visible Damage","False","True","",""
"3713","3735","NA","AAMCH/LAB/02","LAB","No Visible Damage","True","False","",""
"3714","3736","NA","AAMCH/LAB/05","LAB","No Visible Damage","True","False","",""
"3715","3737","10123","AAMCH/LAB/04","LAB","No Visible Damage","False","True","",""
"3716","3738","10140","AAMCH/LAB/03","LAB","No Visible Damage","False","True","",""
"3717","3739","NA","AAMCH/LAB/07","LAB","No Visible Damage","True","False","",""
"3718","3740","NA","NA","MEDICAL STORE","No Visible Damage","False","True","",""
"3719","3741","7-030124","AAMCH/R25/04","ROOM NO.24","No Visible Damage","False","True","",""
"3720","3742","NA","NA","MEDICAL STORE","No Visible Damage","False","True","",""
"3721","3743","NA","NA","MEDICAL STORE","No Visible Damage","False","True","",""
"3722","3744","529","NA","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3723","3745","425206111754","NA","NA","No Visible Damage","False","True","",""
"3724","3746","NA","AAMCH/PHY/06","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3725","3747","NA","AAMCH/PHY/07","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3726","3748","NA","AAMCH/PHY/04","PHYSIOTHERAPY","No Visible Damage","True","False","",""
"3727","3749","NA","NA","OP","No Visible Damage","False","True","",""
"3728","3750","NA","AAMCH/OT/02","OT","No Visible Damage","True","False","",""
"3729","3751","NA","AAMCH/OT/01","OT","No Visible Damage","False","True","",""
"3730","3752","NA","NA","OP","No Visible Damage","False","True","",""
"3731","3753","R52KO124BD356","NA","OT","No Visible Damage","True","True","",""
"3732","3754","NA","NA","OT","No Visible Damage","False","True","",""
"3733","3755","175","NA","OT","No Visible Damage","True","True","",""
"3734","3756","US91929806","NA","OT","No Visible Damage","True","True","",""
"3735","3757","88-10-100","AAMCH/OT/07","OT","No Visible Damage","True","False","",""
"3736","3758","NA","AAMCH/OT/04","OT","No Visible Damage","False","True","",""
"3737","3759","NA","AAMCH/OT/06","OT","No Visible Damage","False","True","",""
"3738","3760","348641","AAMCH/R24/01","ROOM NO.24","No Visible Damage","False","True","",""
"3739","3761","NA","AAMCH/R25/02","ROOM NO.24","No Visible Damage","False","True","",""
"3740","3762","NA","NA","OT","No Visible Damage","False","True","",""
"3741","3763","NA","AAMCH/R24/03","ROOM N0.24","No Visible Damage","True","False","",""
"3742","3764","NA","NA","ROOM NO.24","No Visible Damage","False","True","",""
"3743","3765","NA","NA","OT","No Visible Damage","False","True","",""
"3744","3766","NA","NA","OT","No Visible Damage","False","True","",""
"3745","3767","NA","AAMCH/OT/08","OT","No Visible Damage","True","False","",""
"3746","3768","NA","NA","GENERAL OT","No Visible Damage","False","True","",""
"3747","3769","343484","AAMCH/ACCADEMICS/218/63","ACCADEMICS","No Visible Damage","False","True","",""
"3748","3770","NA","NA","GENERAL OT","No Visible Damage","False","True","",""
"3749","3771","353570","AAMCH/ACCADEMICS/218/58","ACCADEMICS","No Visible Damage","False","True","",""
"3750","3772","353341","AAMCH/ACCADEMICS/218/55","ACCADEMICS","No Visible Damage","False","True","",""
"3751","3773","AB4N03038","NA","GENERAL OT","No Visible Damage","False","True","",""
"3752","3774","CAAR00635","NA","GENERAL OT","No Visible Damage","True","True","",""
"3753","3775","10476","AAMCH/ACCADEMICS/218/04","ACCADEMICS","No Visible Damage","True","True","",""
"3754","3776","F11S1032","NA","GENERAL OT","No Visible Damage","True","True","",""
"3755","3777","17215","AAMCH/ACCADEMICS/218/06","ACCADEMICS","No Visible Damage","True","True","",""
"3756","3778","10474","AAMCH/ACCADEMICS/218/07","ACCADEMICS","No Visible Damage","True","True","",""
"3757","3779","NA","NA","GENERAL OT","No Visible Damage","False","True","",""
"3758","3780","110337259","AAMCH/ACCADEMICS/218/02","ACCADEMICS","No Visible Damage","True","False","",""
"3759","3781","110237267","AAMCH/ACCADEMICS/218/04","ACCADEMICS","No Visible Damage","True","False","",""
"3760","3782","NA","NA","GENERAL OT","No Visible Damage","False","True","",""
"3761","3783","ELY622","AAMCH/ACCADEMICS/218/05","ACCADEMICS","No Visible Damage","False","True","",""
"3762","3784","ME4000800986664","NA","GENERAL OT","No Visible Damage","True","True","",""
"3763","3785","10122","AAMCH/ACCADEMICS/218/01","ACCADEMICS","No Visible Damage","False","True","",""
"3764","3786","04777401","AAMCH/ACCADEMICS/218/09","ACCADEMICS","No Visible Damage","True","False","",""
"3765","3787","CGMRIM15410","AAMCH/ACCADEMICS/218/14","ACCADEMICS","No Visible Damage","True","True","",""
"3766","3788","110136769","AAMCH/ACCADEMICS/218/08","ACCADEMICS","No Visible Damage","True","False","",""
"3767","3789","110136759","NA","ACCADEMICS","No Visible Damage","True","False","",""
"3768","3790","NA","AAMCH/ACCADEMICS/218/06","ACCADEMICS","No Visible Damage","True","False","",""
"3769","3791","NA","AAMCH/ACCADEMICS/218/07","ACCADEMICS","No Visible Damage","True","False","",""
"3770","3792","190-1471","NA","LABOUR ROOM","No Visible Damage","True","True","",""
"3771","3793","NA","NA","LABOUR ROOM","No Visible Damage","True","True","",""
"3772","3794","596/03","AAMCH/ACCADEMICS/218/05","ACCADEMICS","No Visible Damage","False","True","",""
"3773","3795","NA","NA","LABOUR ROOM","No Visible Damage","True","True","",""
"3774","3796","17214","AAMCH/ACCADEMICS/218/01","ACCADEMICS","No Visible Damage","True","True","",""
"3775","3797","17216","AAMCH/ACCADEMICS/218/03","ACCADEMICS","No Visible Damage","True","True","",""
"3776","3798","05BH000069","NA","LABOUR ROOM","No Visible Damage","True","True","",""
"3777","3799","AA04450021SA","NA","POST OPERATIVE WARD","No Visible Damage","True","True","",""
"3778","3800","05BH000108","NA","LABOUR ROOM","Damage","True","True","",""
"3779","3801","NA","NA","OP","No Visible Damage","False","True","",""
"3780","3802","NA","NA","LABOUR ROOM","No Visible Damage","False","True","",""
"3781","3803","NA","NA","OP","No Visible Damage","False","True","",""
"3782","3804","NA","NA","LABOUR ROOM","No Visible Damage","False","True","",""
"3783","3805","350776","AAMCH/ACCADEMICS/218/45","ACCADEMICS","No Visible Damage","False","True","",""
"3784","3806","353327","AAMCH/ACCADEMICS/218/16","ROOM NO.218","No Visible Damage","False","True","",""
"3785","3807","353297","AAMCH/ACCADEMICS/218/46","ROOM NO.218","No Visible Damage","False","True","",""
"3786","3808","353313","AAMCH/ACCADEMICS/218/67","ROOM NO.218","No Visible Damage","False","True","",""
"3787","3809","353553","AAMCH/ACCADEMICS/218/43","ROOM NO.218","No Visible Damage","False","True","",""
"3788","3810","BS2744","NA","DR.GIGI OP","No Visible Damage","False","True","",""
"3789","3811","353292","AAMCH/ACCADEMICS/218/65","ROOM NO.218","No Visible Damage","False","True","",""
"3790","3812","080834710","NA","DR.GIGI OP","No Visible Damage","False","True","",""
"3791","3813","500012847","NA","ICU","No Visible Damage","True","True","",""
"3792","3814","14150000006298","NA","ICU","No Visible Damage","True","True","",""
"3793","3815","25333S11","NA","ICU","No Visible Damage","True","True","",""
"3794","3816","C07133420","NA","NICU","No Visible Damage","True","False","",""
"3795","3817","17213","AAMCH/ACCADEMICS/02","ACCADEMICS","No Visible Damage","True","True","",""
"3796","3818","NA","NA","NICU","No Visible Damage","False","True","",""
"3797","3819","1512003040056","NA","GEERAL OT","No Visible Damage","False","True","",""
"3798","3820","110136736","AAMCH/ACCADEMICS/11","ACCADEMICS","No Visible Damage","True","False","",""
"3799","3821","NA","NA","NICU","No Visible Damage","False","True","",""
"3800","3822","17220","AAMCH/ACCADEMICS/04","ACCADEMICS","No Visible Damage","True","True","",""
"3801","3823","NA","NA","ACCADEMICS","No Visible Damage","False","True","",""
"3802","3824","12628","AAMCH/ACCADEMICS/232/05","ROOM NO.232","No Visible Damage","False","True","",""
"3803","3825","04153","AAMCH/ACCADEMICS/232/06","ACCADEMICS","No Visible Damage","False","True","",""
"3804","3826","5580","AAMCH/ACCADEMICS/232/02","ROOM NO.232","No Visible Damage","True","False","",""
"3805","3827","5885","AAMCH/ACCADEMICS/232/04","ROOM NO.232","No Visible Damage","True","False","",""
"3806","3828","332727","NA","ACCADEMICS","No Visible Damage","False","True","",""
"3807","3829","1275","NA","ACCADEMICS","No Visible Damage","False","True","",""
"3808","3830","360850","AAMCH/OP/R07/01","ROOM NO.7","No Visible Damage","False","True","",""
"3809","3831","152090193","AAMCH/OP/R07/02","ROOM NO.7","No Visible Damage","True","False","",""
"3810","3832","181100483","AAMCH/OP/R07/04","ROOM NO.7","No Visible Damage","True","False","",""
"3811","3833","NA","AAMCH/OP/R07/06","ROOM NO.7","No Visible Damage","False","True","",""
"3812","3834","NA","NA","PANCHAKARMA OT","No Visible Damage","False","True","",""
"3813","3835","349935","AAMCH/OP/R34/04","ROOM NO.34","No Visible Damage","False","True","",""
"3814","3836","352386","AAMCH/OP/R06/06","ROOM NO.6","No Visible Damage","False","True","",""
"3815","3837","A11S4057","CH774","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3816","3838","A11S4069","CH 775","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3817","3839","12010423","AAMCH/OP/R34/03","ROOM NO.34","No Visible Damage","False","True","",""
"3818","3840","353354","AAMCH/ACCADEMICS/218/17","ROOM NO.218","No Visible Damage","False","True","",""
"3819","3841","A11S4070","CH 776","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3820","3842","353358","AAMCH/ACCADEMICS/218/68","ROOM NO.218","No Visible Damage","False","True","",""
"3821","3843","110237273","AAMCH/ACCADEMICS/212/02","ROOM NO.212","No Visible Damage","True","False","",""
"3822","3844","A11S4098","CH 778","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3823","3845","110227376","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3824","3846","A11S4044","CH 777","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3825","3847","F10P1497","CH 405","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3826","3848","F10P0854","CH 269","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3827","3849","F11PM3489","CH783","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3828","3850","A11S4235","CH 871","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3829","3851","F10P1480","CH 406","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3830","3852","A11S4241","CH 870","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3831","3853","A11S4116","CH 781","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3832","3854","F10P0850","CH 272","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3833","3855","F10P0838","CH 270","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3834","3856","A11S4243","CH 784","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3835","3857","F10P0853","CH 271","CARDIOLOGY ICU","No Visible Damage","True","True","",""
"3836","3858","A11S4161","CH 827","CATH LAB","No Visible Damage","True","True","",""
"3837","3859","A11S4242","CH 828","CATH LAB","No Visible Damage","True","True","",""
"3838","3860","A11S4101","CH 829","CATH LAB","No Visible Damage","True","True","",""
"3839","3861","A11S4104","CH 826","CATH LAB","No Visible Damage","True","True","",""
"3840","3862","F11PM3488","CH 830","CATH LAB","No Visible Damage","True","True","",""
"3841","3863","T04W20996","CH 263","BRONCHOSCOPY","No Visible Damage","True","True","",""
"3842","3864","T06W50819","CH 266","DIALYSIS II","No Visible Damage","True","True","",""
"3843","3865","A12N1177","CH 946","DIALYSIS II","No Visible Damage","True","True","",""
"3844","3866","T07W52553","CH 265","DIALYSIS II","No Visible Damage","True","True","",""
"3845","3867","C13PA6403","CH 1040","SP 1","No Visible Damage","True","True","",""
"3846","3868","A12N1277","CH 967","MATERNITY","No Visible Damage","True","True","",""
"3847","3869","T07W30054","CH 302","MATERNITY","No Visible Damage","True","True","",""
"3848","3870","L02S0656","CH 019","SURGICAL ICU","No Visible Damage","True","True","",""
"3849","3871","G04G0499","CH 255","SURGICAL ICU","No Visible Damage","True","True","",""
"3850","3872","290791","AAMCH/FNS/R33/01","ROOM NO.33","No Visible Damage","False","True","",""
"3851","3873","290759","AAMCH/CASUALITY/07","CASUALITY","No Visible Damage","False","True","",""
"3852","3874","110136729","AAMCH/ACCADEMICS/09","PATHOLOGY","No Visible Damage","True","False","",""
"3853","3875","110136746","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3854","3876","101236327","AAMCH/ACCADEMICS/13","PATHOLOGY","No Visible Damage","True","False","",""
"3855","3877","110136732","AAMCH/ACCADEMICS/15","PATHOLOGY","No Visible Damage","True","False","",""
"3856","3878","101236333","AAMCH/ACADEMICS/14","PATHOLOGY","No Visible Damage","True","False","",""
"3857","3879","110237204","AAMCH/ACADEMICS/10","PATHOLOGY","No Visible Damage","True","False","",""
"3858","3880","110237269","AAMCH/ACADEMICS/12","PATHOLOGY","No Visible Damage","True","False","",""
"3859","3881","110237263","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3860","3882","110136764","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3861","3883","110237145","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3862","3884","110237246","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3863","3885","T08W60277","CH 262","ENDOSCOPY","No Visible Damage","True","True","",""
"3864","3886","110136754","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3865","3887","101236334","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3866","3888","110237250","NA","PATHOLOGY","No Visible Damage","True","False","",""
"3867","3889","T07W52734","CH 268","ENDOSCOPY","No Visible Damage","True","True","",""
"3868","3890","17217","AAMCH/ACADEMICS/17","PATHOLOGY","No Visible Damage","True","True","",""
"3869","3891","F10P1544","CH 408","TRAUMA ICU","No Visible Damage","True","True","",""
"3870","3892","17218","AAMCH/ACADEMICS/18","PATHOLOGY","No Visible Damage","True","True","",""
"3871","3893","T07W52554","CH 264","TRAUMA ICU","No Visible Damage","True","True","",""
"3872","3894","C13PA6405","CH 1026","CASUALITY","No Visible Damage","True","True","",""
"3873","3895","C13PA6404","CH 1039","PEDIATRIC ICU","No Visible Damage","True","True","",""
"3874","3896","T05W40367","CH 261","BMD","No Visible Damage","True","True","",""
"3875","3897","T06W51094","CH 267","BMD","No Visible Damage","True","True","",""
"3876","3898","T04W30036","CH 301","BMD","No Visible Damage","True","True","",""
"3877","3899","A11S4100","CH 782","RENAL TRANSPLANTATION","No Visible Damage","True","True","",""
"3878","3900","T04W30056","CH 314","ENDOSCOPY","No Visible Damage","True","True","",""
"3879","3901","L00L5155","CH 526","SURGICAL ICU","No Visible Damage","True","True","",""
"3880","3902","EMS9521","NA","CASUALITY","No Visible Damage","True","True","",""
"3881","3903","B2ME1A2379","NA","CASUALITY","No Visible Damage","True","True","",""
"3882","3904","DDTCOD2364","NA","CASUALITY","No Visible Damage","True","True","",""
"3883","3905","CN41100172","NA","CASUALITY","No Visible Damage","True","True","",""
"3884","3906","ELY8413S","NA","CASUALITY","No Visible Damage","True","True","",""
"3885","3907","DE72857802","NA","CASUALITY","No Visible Damage","True","True","",""
"3886","3908","US23147192","NA","CASUALITY","No Visible Damage","True","True","",""
"3887","3909","DE72857775","NA","CASUALITY","No Visible Damage","True","True","",""
"3888","3910","DDTCOD2486","NA","CASUALITY","No Visible Damage","True","True","",""
"3889","3911","NA","NA","CASUALITY","No Visible Damage","False","True","",""
"3890","3912","DE72857788","NA","OT","No Visible Damage","True","True","",""
"3891","3913","EL3-072-014","NA","OT","No Visible Damage","False","True","",""
"3892","3914","1010-6-0060","NA","OT","No Visible Damage","True","True","",""
"3893","3915","S3A07704AX","NA","OT","No Visible Damage","True","True","",""
